"no","issn","issn2","title","title_main","comments","database","Scopus","WoS","CA","PubMed","Springer","GeoRef","MathSciNet","zbMATH"
962,"1996-7012","2310-158X","Современная ревматология / Sovremennaya Revmatologiya","Современная ревматология / Sovremennaya Revmatologiya",NA,"Scopus","да","","","","","","",""
963,"2070-7401","2411-0280","Современные проблемы дистанционного зондирования Земли из Космоса /  Sovremennye Problemy Distantsionnogo Zondirovaniya Zemli iz Kosmosa","Современные проблемы дистанционного зондирования Земли из Космоса / Sovremennye Problemy Distantsionnogo Zondirovaniya Zemli iz Kosmosa",NA,"Scopus","да","","","","","","",""
964,"2076-4243","2309-995X","Современные технологии в медицине / Sovremennye Tehnologii v Medicine","Современные технологии в медицине / Sovremennye Tehnologii v Medicine",NA,"Scopus, WoS(ESCI)","да","да","","","","","",""
965,"2412-4737","","Солнечно-земная физика (*англ. SOLAR- TERRESTRIAL PHYSICS)","Солнечно-земная физика","(*англ. SOLAR- TERRESTRIAL PHYSICS)","Scopus, WoS(ESCI)","да","да","","","","","",""
966,"1680-0613","","Сорбционные и хроматографические процессы / Sorbtsionnye i khromatograficheskie protsessy","Сорбционные и хроматографические процессы / Sorbtsionnye i khromatograficheskie protsessy",NA,"CA(pt)","","","да","","","","",""
967,"2221-1527","2311-7052","Социальная психология и общество / Social Psychology and Society","Социальная психология и общество / Social Psychology and Society",NA,"WoS(ESCI)","","да","","","","","",""
968,"0132-1625","","Социологические исследования / Sotsiologicheskie issledovaniya","Социологические исследования / Sotsiologicheskie issledovaniya",NA,"Scopus, WoS(SSCI)","да","да","","","","","",""
969,"1562-2495","1684-1581","Социологический журнал / Sotsiologicheskiy Zhurnal","Социологический журнал / Sotsiologicheskiy Zhurnal",NA,"Scopus","да","","","","","","",""
970,"1728-192X","1728-1938","Социологическое обозрение / Sotsiologicheskoe Obozrenie / SOCIOLOGICESKOE OBOZRENIE","Социологическое обозрение / Sotsiologicheskoe Obozrenie / SOCIOLOGICESKOE OBOZRENIE",NA,"Scopus, WoS(ESCI)","да","да","","","","","",""
971,"2079-0910","2414-9225","Социология науки и технологий / SOCIOLOGIA NAUKI I TEHNOLOGIJ-SOCIOLOGY OF SCIENCE & TECHNOLOGY","Социология науки и технологий / SOCIOLOGIA NAUKI I TEHNOLOGIJ-SOCIOLOGY OF SCIENCE & TECHNOLOGY",NA,"WoS(ESCI)","","да","","","","","",""
972,"2221-3279","2412-4990","Сравнительная политика / SRAVNITELNAYA POLITIKA-COMPARATIVE POLITICS","Сравнительная политика / SRAVNITELNAYA POLITIKA-COMPARATIVE POLITICS",NA,"WoS(ESCI)","","да","","","","","",""
973,"0038-920X","","Сталь (**англ. сост. Steel in Translation)","Сталь","(**англ. сост. Steel in Translation)","CA(pt) (р), Scopus (а)","да","","да","","","","",""
974,"0131-9582","","Стекло и керамика (*англ. Glass and Ceramics)","Стекло и керамика","(*англ. Glass and Ceramics)","CA(core) (а), Scopus (а), Springer (а), WoS (а)","да","да","да","","да","","",""
975,"0869-7566","","СТИН (***англ. Russian Engineering Research)","СТИН","(***англ. Russian Engineering Research)","Scopus (а), Springer (а)","да","","","","да","","",""
976,"0039-1735","2309-5318","Стоматология / Stomatologiya","Стоматология / Stomatologiya",NA,"PubMed, Scopus","да","","","да","","","",""
977,"0869-592X","1531-8656","Стратиграфия. Геологическая корреляция (*англ. Stratigraphy and Geological Correlation)","Стратиграфия. Геологическая корреляция","(*англ. Stratigraphy and Geological Correlation)","Scopus (а), WoS (а)","да","да","","","","","",""
978,"0585-430X","","Строительные материалы / Stroitel'nye materialy","Строительные материалы / Stroitel'nye materialy",NA,"CA(pt)","","","да","","","","",""
979,NA,"2618-7183","Строительные материалы и изделия / Construction Materials and Products","Строительные материалы и изделия / Construction Materials and Products",NA,"CA(pt)","","","да","","","","",""
980,"1729-9209","","Строительные материалы, оборудование, технологии XXI века","Строительные материалы, оборудование, технологии XXI века",NA,"CA(pt)","","","да","","","","",""
981,"0130-3872","","Строительство нефтяных и газовых скважин на суше и на море / Stroitel'stvo Neftyanykh i Gazovykh Skvazhin na Sushe i na More","Строительство нефтяных и газовых скважин на суше и на море / Stroitel'stvo Neftyanykh i Gazovykh Skvazhin na Sushe i na More",NA,"CA(pt)","","","да","","","","",""
982,"2411-8729","2409-4161","Судебная медицина / Russian Journal of Forensic Medicine","Судебная медицина / Russian Journal of Forensic Medicine",NA,"Scopus","да","","","","","","",""
983,"0039-4521","2309-5326","Судебно-медицинская экспертиза / Sudebno- Meditsinskaya Ekspertisa","Судебно-медицинская экспертиза / Sudebno- Meditsinskaya Ekspertisa",NA,"PubMed, Scopus","да","","","да","","","",""
984,"2224-1264","","Суицидология / SUICIDOLOGY","Суицидология / SUICIDOLOGY",NA,"WoS(ESCI)","","да","","","","","",""
985,"2306-2061","2311-3774","Текст. Книга. Книгоиздание / Tekst, Kniga, Knigoizdaniye / TEKST KNIGA KNIGOIZDANIE- TEXT BOOK PUBLISHING","Текст. Книга. Книгоиздание / Tekst, Kniga, Knigoizdaniye / TEKST KNIGA KNIGOIZDANIE- TEXT BOOK PUBLISHING",NA,"Scopus, WoS(ESCI)","да","да","","","","","",""
986,"0564-6162","2305-3135","Теоретическая и математическая физика (*англ. Theoretical and Mathematical Physics)","Теоретическая и математическая физика","(*англ. Theoretical and Mathematical Physics)","MathSciNet, Scopus (а), WoS (а), zbMATH (a)","да","да","","","","","да","да"
987,"1995-4301","","Теоретическая и прикладная экология / THEORETICAL AND APPLIED ECOLOGY","Теоретическая и прикладная экология / THEORETICAL AND APPLIED ECOLOGY",NA,"Scopus, WoS(ESCI),","да","да","","","","","",""
